Artist and Title,Country
Nicky Jam - Te Robaré,Uruguay
Elton John - Cold Heart - PNAU Remix,Uruguay
TINI - Fantasi,Uruguay
Sech - Otro Trago - Remix,Uruguay
Morat - Besos En Guerra,Uruguay
Sebastian Yatra - Traicionera,Uruguay
Rochy RD - Ella No Es Tuya - Remix,Uruguay
Duki - TOP 5,Uruguay
Arcángel - Sigues Con El,Uruguay
Rauw Alejandro - 2/Catorce,Uruguay
Nio Garcia - AM Remix,Uruguay
Maluma - Parce,Uruguay
WOS - CANGURO,Uruguay
Plan B - Es un Secreto,Uruguay
Rombai - Cuando Se Pone a Bailar,Uruguay
Tainy - Lo Siento BB:/,Uruguay
El negro tecla - Ahi Ahi,Uruguay
Shakira - Chantaje,Uruguay
Piso 21 - Te Vi,Uruguay
Reik - Si Me Dices Que Sí,Uruguay
Zion & Lennox - Berlin,Uruguay
Salastkbron - Tal Para Cual,Uruguay
Rauw Alejandro - LOKERA,Uruguay
Selena Gomez - Baila Conmigo,Uruguay
La Pantera - Cayó La Noche,Uruguay
CNCO - Hey DJ,Uruguay
Marc Seguí - Tiroteo - Remix,Uruguay
KAROL G - EL MAKINON,Uruguay
Maluma - Borro Cassette,Uruguay
Nicky Jam - El Amante,Uruguay
Ciro y los Persas - Me Gusta,Uruguay
Black Eyed Peas - RITMO (Bad Boys For Life),Uruguay
Maluma - Corazón,Uruguay
El Villano - Amigo Remix,Uruguay
Fer Vazquez - Sin Querer,Uruguay
Maria Becerra - High (Remix),Uruguay
J Balvin - Reggaeton,Uruguay
Morat - Cuando Nadie Ve,Uruguay
Daddy Yankee - Adictiva,Uruguay
Reik - Indeciso,Uruguay
Ryan Castro - Jordan,Uruguay
Sech - Si Te Vas,Uruguay
Joey Montana - Suena El Dembow,Uruguay
Nio Garcia - La Jeepeta - Remix,Uruguay
Carlos Vives - Robarte un Beso,Uruguay
Rauw Alejandro - Elegí,Uruguay
Arcángel - La Jumpa,Uruguay
Alan Gomez - CALLEJERO FINO | Mission 10,Uruguay
Camilo - Por Primera Vez,Uruguay
"Sofía Reyes - 1, 2, 3",Uruguay
Bad Gyal - Chulo pt.2,Uruguay
Matías Valdez - Me Enamoré,Uruguay
Daddy Yankee - La Rompe Corazones,Uruguay
Rauw Alejandro - Tattoo - Remix with Camilo,Uruguay
El Polaco - Ya No Quiero Verte,Uruguay
Nacho - Báilame - Remix,Uruguay
"Bizarrap - Villano Antillano: Bzrp Music Sessions, Vol. 51",Uruguay
Piso 21 - Me Llamas,Uruguay
Rauw Alejandro - Tattoo - Remix,Uruguay
Chris Jedi - La Llevo Al Cielo (Ft. Ñengo Flow),Uruguay
Bad Bunny - Sensualidad,Uruguay
Tiago PZK - Traductor,Uruguay
Alex Sensation - Que Va,Uruguay
Oscu - Numero 1,Uruguay
"Bizarrap - Nathy Peluso: Bzrp Music Sessions, Vol. 36",Uruguay
Milo j - AL BORDE,Uruguay
J Balvin - Mi Gente,Uruguay
Ricky Martin - Vente Pa' Ca,Uruguay
Migrantes - Hoy Volvi a Verte - Remix,Uruguay
Wolfine - Bella,Uruguay
Emanero - ATORRANTE - con Los Palmeras,Uruguay
Justin Quiles - DJ No Pare,Uruguay
KAROL G - MI EX TENÍA RAZÓN,Uruguay
Nicky Jam - X,Uruguay
Los Legendarios - Fiel,Uruguay
Anuel AA - Ella Quiere Beber - Remix,Uruguay
El Reja - Bonita,Uruguay
Luis Fonsi - Imposible,Uruguay
Eslabon Armado - Ella Baila Sola,Uruguay
Manuel Turizo - Quiéreme Mientras Se Pueda,Uruguay
Mau y Ricky - La Boca,Uruguay
"Bizarrap - Nicky Jam: Bzrp Music Sessions, Vol. 41",Uruguay
J Balvin - Bonita,Uruguay
Rich Music LTD - Quizas,Uruguay
FMK - YO SE QUE TU,Uruguay
Chino & Nacho - Andas En Mi Cabeza,Uruguay
Mora - 512,Uruguay
Trueno - Mamichula,Uruguay
J Balvin - UN DIA (ONE DAY) (Feat. Tainy),Uruguay
Daddy Yankee - Que Tire Pa Lante,Uruguay
Maluma - HP,Uruguay
Piso 21 - Puntos Suspensivos,Uruguay
ECKO - Te Escapas De Mis Brazos (Remix),Uruguay
Damas Gratis - Costumbres - Vivo,Uruguay
Jhayco - Holanda,Uruguay
Dalex - Cuaderno,Uruguay
Aventura - Volví,Uruguay
Rauw Alejandro - BABY HELLO,Uruguay
J Balvin - Safari,Uruguay
Paulo Londra - Plan A,Uruguay
Sebastian Yatra - Cristina,Uruguay
DJ Luian - Verte Ir,Uruguay
Tiago PZK - Nos Comemos,Uruguay
Duki - Sin Culpa,Uruguay
J Balvin - Azul,Uruguay
Anuel AA - Sola (Remix),Uruguay
TINI - El Último Beso,Uruguay
Nicky Jam - Polvo,Uruguay
Anitta - Downtown,Uruguay
Myke Towers - LA FALDA,Uruguay
Danny Ocean - Fuera del mercado,Uruguay
Emanero - SINVERGÜENZA - con Angela Torres,Uruguay
J Balvin - Morado,Uruguay
Bad Bunny - Safaera,Uruguay
Engel Montaz - Cupido,Uruguay
Wisin - Mi Niña,Uruguay
Cosculluela - Madura,Uruguay
Letan - Tumbao,Uruguay
KAROL G - Créeme,Uruguay
Chano - Carnavalintro,Uruguay
Maria Becerra - Mi Debilidad,Uruguay
Myke Towers - Diosa,Uruguay
Ed Sheeran - Thinking out Loud,Uruguay
Rauw Alejandro - Tattoo,Uruguay
Bad Bunny - Yo Perreo Sola,Uruguay
Lele Pons - Se Te Nota,Uruguay
Ke Personajes - Adiós Amor / Oye Mujer,Uruguay
Reik - Amigos Con Derechos,Uruguay
Rusherking - Antes de Ti,Uruguay
Daddy Yankee - Dura,Uruguay
Sech - 911,Uruguay
The La Planta - Barrio Prendido,Uruguay
MYA - BB,Uruguay
Matías Valdez - Boleto al Amor,Uruguay
Zion & Lennox - La Player (Bandolera),Uruguay
Emilia - intoxicao,Uruguay
Manuel Turizo - Una Lady Como Tú,Uruguay
Emilia - No_Se_Ve.mp3,Uruguay
Miranda! - Perfecta (Versión 2023),Uruguay
Damas Gratis - Me Vas a Extrañar - En Vivo,Uruguay
Once Tiros - Maldición,Uruguay
KHEA - Ayer Me Llamó Mi Ex,Uruguay
Nio Garcia - AM,Uruguay
Bad Bunny - WHERE SHE GOES,Uruguay
Wisin - Vacaciones,Uruguay
TINI - 22,Uruguay
Stars Music Chile - Marisola,Uruguay
Bizarrap - Toy en el Mic,Uruguay
J Balvin - Poblado - Remix,Uruguay
Alan Gomez - Luck Ra | Mission 15,Uruguay
Carlos Vives - La Bicicleta,Uruguay
Alan Gomez - MESITA | Mission 05,Uruguay
6ix9ine - BEBE,Uruguay
Nicki Nicole - 8 AM,Uruguay
Rvssian - Nostálgico,Uruguay
LA NUEVA ESCUELA - Anoche,Uruguay
El Jordan 23 - Cabaña,Uruguay
Rauw Alejandro - El Efecto,Uruguay
Anitta - Envolver,Uruguay
Rauw Alejandro - El Efecto - Remix,Uruguay
Camilo - El Mismo Aire - con Pablo Alborán,Uruguay
Duki - Malbec,Uruguay
Tainy - Agua,Uruguay
Maluma - Mala Mía,Uruguay
Intoxicados - Nunca quise,Uruguay
Milo j - Morocha,Uruguay
DJ Tao - CALLEJERO FINO | DJ TAO Turreo Sessions #723,Uruguay
Ozuna - Síguelo Bailando,Uruguay
Ke Personajes - Otro Día Más,Uruguay
Aya Nakamura - Djadja,Uruguay
Kaleb Di Masi - KALEB DI MASI | DJ TAO Turreo Sessions #5,Uruguay
Bad Bunny - Vete,Uruguay
Dalex - Bellaquita - Remix,Uruguay
Sebastian Yatra - VAGABUNDO,Uruguay
"Bizarrap - Peso Pluma: Bzrp Music Sessions, Vol. 55",Uruguay
Nicky Jam - Si Tú La Ves,Uruguay
Rich Music LTD - Perreo en La Luna,Uruguay
Milo j - MORNING,Uruguay
Sebastian Yatra - Por Perro,Uruguay
Ed Sheeran - Perfect,Uruguay
FMK - Prende la Cámara RMX,Uruguay
Piso 21 - Te Amo,Uruguay
Jerry Di - Mi Cuarto,Uruguay
"Bizarrap - Duki: Bzrp Music Sessions, Vol. 50",Uruguay
Bad Bunny - Neverita,Uruguay
Harry Nach - Tak Tiki Tak,Uruguay
Mau y Ricky - La Boca - Remix,Uruguay
Bizarrap - YaMeFui,Uruguay
Olvidate! - Amor para un Rato,Uruguay
Myke Towers - Si Se Da - Remix,Uruguay
Sebastian Yatra - Runaway,Uruguay
KAROL G - AMARGURA,Uruguay
Callejeros - Creo,Uruguay
Maria Becerra - Cazame,Uruguay
Luck Ra - Te Mentiría Remix,Uruguay
Emilia - De Enero a Diciembre,Uruguay
Emanero - BANDIDO,Uruguay
Marama - Noche Loca,Uruguay
Trueno - FEEL ME??,Uruguay
Ke Personajes - Disfruto,Uruguay
Ozuna - Baila Baila Baila,Uruguay
TINI - Consejo de Amor,Uruguay
Ovy On The Drums - Inolvidable,Uruguay
Leslie Grace - Duro y Suave,Uruguay
Bruno LC - BLUNTED 5 - Remix,Uruguay
Nicki Nicole - Colocao,Uruguay
Sech - Se Le Ve,Uruguay
Duki - Pintao,Uruguay
Matías Valdez - Quédate,Uruguay
Enrique Iglesias - SUBEME LA RADIO,Uruguay
Polimá Westcoast - ULTRA SOLO REMIX,Uruguay
J Balvin - Sigo Extrañándote,Uruguay
"Bizarrap - Paulo Londra: Bzrp Music Sessions, Vol. 23",Uruguay
La T y La M - Pa’ la Selección,Uruguay
Daddy Yankee - Shaky Shaky,Uruguay
MC Kevinho - Olha a Explosão,Uruguay
Shakira - Clandestino,Uruguay
Duki - Esto Recién Empieza,Uruguay
"Nicki Nicole - Nicki Nicole: Bzrp Music Sessions, Vol. 13",Uruguay
Duki - Unfollow,Uruguay
Alan Gomez - BM | Mission 18,Uruguay
"ROSALÍA - Yo x Ti, Tu x Mi",Uruguay
Bizarrap - No soy Eterno,Uruguay
Nicky Jam - Muévelo,Uruguay
Bacilos - Caraluna,Uruguay
Neo Pistea - Tumbando el Club,Uruguay
Don Omar - Te Quiero Pa´Mi,Uruguay
Nicky Jam - Whine Up,Uruguay
Tiësto - Don't Be Shy,Uruguay
Bad Bunny - Tarot,Uruguay
Ozuna - Dile Que Tu Me Quieres,Uruguay
Lunay - Aventura,Uruguay
Feid - Ferxxo 100,Uruguay
Rauw Alejandro - DILUVIO,Uruguay
J Balvin - QUE PRETENDES,Uruguay
Anuel AA - Quiere Beber,Uruguay
Alex Rose - Toda - Remix,Uruguay
Maria Becerra - Piscina,Uruguay
IAmChino - Ay Mi Dios,Uruguay
Rombai - Locuras contigo,Uruguay
The Kid LAROI - Stay,Uruguay
Sech - 911 - Remix,Uruguay
Paulo Londra - Chica Paranormal,Uruguay
C. Tangana - Tú Me Dejaste De Querer,Uruguay
Abraham Mateo - ¿Qué Ha Pasao'?,Uruguay
Abraham Mateo - Loco Enamorado,Uruguay
Justin Quiles - Ponte Pa' Mi,Uruguay
Maria Becerra - Animal,Uruguay
Romeo Santos - Bella y Sensual,Uruguay
Ed Sheeran - Photograph,Uruguay
Ciro y los Persas - Mirenla,Uruguay
El Turko - 30 GRADOS,Uruguay
Boza - Ella,Uruguay
LIT killah - La Trampa es Ley,Uruguay
Migrantes - Si Me Tomo una Cerveza - Remix,Uruguay
Fito Paez - 11 Y 6,Uruguay
Salastkbron - Un Besito Más,Uruguay
TINI - Oye,Uruguay
Jere Klein - PRINCESITA DE ...,Uruguay
Punto40 - Mini Mini,Uruguay
Jere Klein - X ESO BB,Uruguay
Piso 21 - Los Cachos,Uruguay
Nicki Nicole - qué le pasa conmigo?,Uruguay
TINI - Maldita Foto,Uruguay
Rauw Alejandro - PUNTO 40,Uruguay
Fer Palacio - Ya No Mas,Uruguay
FMK - Prende la Cámara,Uruguay
Maria Becerra - Acaramelao,Uruguay
El Joan - Le Gustan lo' Flaites,Uruguay
TWENTY SIX - Buscando Money,Uruguay
Sebastian Yatra - No Hay Nadie Más,Uruguay
Matías Valdez - Adiós,Uruguay
Thalia - No Me Acuerdo,Uruguay
Maria Becerra - Confiesalo,Uruguay
El Dipy - Par-Tusa,Uruguay
Kaleb Di Masi - Turraka,Uruguay
KHEA - WACHA,Uruguay
Ke Personajes - Entre Beso y Beso,Uruguay
Manuel Turizo - Esclavo de Tus Besos,Uruguay
Luis Fonsi - Despacito - Remix,Uruguay
El negro tecla - Rompe,Uruguay
La Joaqui - Amanecemos,Uruguay
Dua Lipa - New Rules,Uruguay
Agapornis - Flasheaste Amor,Uruguay
Cali Y El Dandee - Locura,Uruguay
DJ Tao - BM | DJ TAO Turreo Sessions #17,Uruguay
Nicki Nicole - Verte,Uruguay
"Bauti Mascia - Ya no me duele :,)",Uruguay
Enrique Iglesias - DUELE EL CORAZON,Uruguay
LIT killah - Mala Mía,Uruguay
KAROL G - MIENTRAS ME CURO DEL CORA,Uruguay
Boza - Ella - Remix,Uruguay
Bad Bunny - Party,Uruguay
Dalex - +Linda,Uruguay
Shakira - Perro Fiel,Uruguay
Dímelo Flow - El Favor,Uruguay
Beéle - Loco,Uruguay
Paulo Londra - Nena Maldicion,Uruguay
Shakira - Me Gusta,Uruguay
Maroon 5 - Girls Like You,Uruguay
Maria Becerra - High,Uruguay
Mano Arriba - Llamame Mas Temprano,Uruguay
Dua Lipa - Levitating,Uruguay
Sky Rompiendo - El Cielo,Uruguay
Sech - Sal y Perrea,Uruguay
KHEA - Te Necesito,Uruguay
The La Planta - Mil Preguntas,Uruguay
Mancha De Rolando - Arde la Ciudad,Uruguay
Charly Black - Gyal You A Party Animal - Remix,Uruguay
Olivia Rodrigo - good 4 u,Uruguay
Young Miko - Lisa,Uruguay
The La Planta - Ojitos Chiquititos,Uruguay
Kaleb Di Masi - Matatan,Uruguay
MYA - Te Olvidaré,Uruguay
Måneskin - Beggin',Uruguay
Bad Bunny - Ignorantes,Uruguay
Daddy Yankee - Vuelve,Uruguay
Matías Valdez - Lo Quiero Todo,Uruguay
Bad Bunny - La Difícil,Uruguay
Maria Becerra - Felices x Siempre,Uruguay
Paulo Londra - Por Eso Vine,Uruguay
EL NOBA - Tamo Chelo,Uruguay
Gente De Zona - La Gozadera,Uruguay
DJ Snake - Let Me Love You,Uruguay
No Te Va Gustar - Chau,Uruguay
"Perro Primo - Yendo No, Llegando",Uruguay
Piso 21 - Besándote,Uruguay
TINI - Quiero Volver,Uruguay
Sebastian Yatra - SUTRA,Uruguay
Dalex - Bellaquita,Uruguay
Standly - Pégate,Uruguay
KAROL G - X SI VOLVEMOS,Uruguay
Jesse & Joy - 3 A.M.,Uruguay
Morat - París,Uruguay
Rusherking - Bailando Te Conocí,Uruguay
David Guetta - I'm Good (Blue),Uruguay
Emilia - Recalienta,Uruguay
Callejeros - Una Nueva Noche Fría,Uruguay
Rombai - Una y Otra Vez,Uruguay
Camilo - La Difícil,Uruguay
Camilo - Índigo,Uruguay
Major Lazer - Lean On,Uruguay
Clean Bandit - Rockabye,Uruguay
Alex Rose - Jangueo,Uruguay
Manuel Turizo - Te Quemaste,Uruguay
Sebastian Yatra - Alguien Robo,Uruguay
Bad Bunny - Amorfoda,Uruguay
Maria Becerra - Te Cura,Uruguay
Agus Padilla - Control,Uruguay
Danny Ocean - Dembow,Uruguay
Jona Mix - Cosas Malas - Remix,Uruguay
Bad Bunny - TE MUDASTE,Uruguay
Manuel Turizo - Esperándote,Uruguay
Wisin - Fiel - Remix,Uruguay
j mena - La Cobra,Uruguay
CNCO - Tan Enamorados,Uruguay
Turf - Pasos Al Costado,Uruguay
Luana - Lo Siento,Uruguay
Alex Rose - Me Fije,Uruguay
Manuel Turizo - Sola,Uruguay
Justin Quiles - Colorín Colorado,Uruguay
Mano Arriba - La Noche No Es para Dormir,Uruguay
Kaleb Di Masi - Hace Calor,Uruguay
"Bizarrap - Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Uruguay
KEVIN ROLDAN - PPP,Uruguay
Pablito Pesadilla - BABY OTAKU,Uruguay
Farruko - Chillax,Uruguay
KAROL G - GATÚBELA,Uruguay
Feid - Niña Bonita,Uruguay
TINI - Recuerdo,Uruguay
Rei - Pechito Partido,Uruguay
SAINt JHN - Roses - Imanbek Remix,Uruguay
Nicky Jam - Hasta el Amanecer,Uruguay
Ñengo Flow - Gato de Noche,Uruguay
Ozuna - Unica,Uruguay
Super Yei - Lean,Uruguay
Papichamp - Árabe,Uruguay
Maluma - El Préstamo,Uruguay
Camila Cabello - Havana,Uruguay
Brray - Corazón Roto pt. 3,Uruguay
#TocoParaVos - Se Picó,Uruguay
Anuel AA - Mas Rica Que Ayer,Uruguay
KAROL G - Culpables,Uruguay
Billie Eilish - bad guy,Uruguay
Thalia - Desde Esa Noche,Uruguay
Emilia - Underground,Uruguay
MYA - 2:50,Uruguay
Yandel - Explícale,Uruguay
Gaby Music - No Te Quieren Conmigo,Uruguay
Anuel AA - Hipócrita,Uruguay
Lil Nas X - MONTERO (Call Me By Your Name),Uruguay
Daddy Yankee - Dura - Remix,Uruguay
Becky G - Bubalu,Uruguay
Duki - Hello Cotto,Uruguay
Ozuna - Quiero Repetir,Uruguay
Matías Valdez - A Dónde Vamos?,Uruguay
Emilia - IConic.mp3,Uruguay
YSY A - NO DA MÁS,Uruguay
L-Gante - Pistola Remix,Uruguay
Lauty Gram - Mayor Que Yo,Uruguay
Sia - Cheap Thrills,Uruguay
Rauw Alejandro - De Cora <3,Uruguay
J Balvin - Blanco,Uruguay
Natalie Perez - Detox,Uruguay
Nacho - Báilame,Uruguay
Mike Posner - I Took A Pill In Ibiza - Seeb Remix,Uruguay
#TocoParaVos - Hasta la luna,Uruguay
Marama - Loquita,Uruguay
Lyanno - En Tu Cuerpo - Remix,Uruguay
Major Lazer - Cold Water,Uruguay
Tan Bionica - Ciudad Mágica,Uruguay
Eladio Carrion - Coco Chanel,Uruguay
Rombai - Que Rico Baila,Uruguay
Enrique Iglesias - EL BAÑO,Uruguay
Reik - Ya Me Enteré,Uruguay
Drake - One Dance,Uruguay
KHEA - Loca,Uruguay
Rauw Alejandro - Enchule,Uruguay
Trueno - TRANKY FUNKY,Uruguay
La Vela Puerca - El Viejo,Uruguay
Shakira - Acróstico,Uruguay
Jhayco - CÓMO SE SIENTE - Remix,Uruguay
Camilo - Ropa Cara,Uruguay
Matías Valdez - De Callados,Uruguay
KAROL G - Mi Cama - Remix,Uruguay
Anuel AA - Keii,Uruguay
David Bisbal - A Partir De Hoy,Uruguay
Bad Bunny - MONACO,Uruguay
Joey Montana - Picky,Uruguay
Anuel AA - Reggaetonera,Uruguay
Justin Bieber - Sorry,Uruguay
Rusherking - El Plan,Uruguay
Myke Towers - ALMAS GEMELAS,Uruguay
Manuel Turizo - Éxtasis,Uruguay
CNCO - Mamita,Uruguay
Nio Garcia - La Jeepeta - Remix,Uruguay
Milly - No Te Enamores - Remix,Uruguay
J Balvin - Amarillo,Uruguay
Maluma - Aloha,Uruguay
El Cuarteto De Nos - No Llora,Uruguay
"Feid - PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Uruguay
The La Planta - Si Esta Casa Hablara,Uruguay
Salastkbron - TURROMANTIKO,Uruguay
Nicki Nicole - Sabe,Uruguay
Justin Bieber - Peaches,Uruguay
Cauty - Ta To Gucci (Remix),Uruguay
KHEA - Vete,Uruguay
Cardi B - I Like It,Uruguay
Brray - Corazón Roto - Remix,Uruguay
Shakira - Me Enamoré,Uruguay
Olivia Rodrigo - drivers license,Uruguay
Taylor Swift - Cruel Summer,Uruguay
J Balvin - Bobo,Uruguay
Ozuna - No Quiere Enamorarse (Remix),Uruguay
YSY A - CUÁNTO VALE HACER EL AMOR?,Uruguay
Nicky Jam - El Perdón,Uruguay
Pitbull - Hey Ma,Uruguay
Migrantes - Superclásico,Uruguay
Luis Fonsi - Date La Vuelta,Uruguay
Camilo - Machu Picchu,Uruguay
Carlos Vives - Canción Bonita,Uruguay
KAROL G - SEJODIOTO,Uruguay
Pijama Party - Comerte a Besos,Uruguay
Dalex - Mejor,Uruguay
Jhayco - Ley Seca,Uruguay
Enrique Iglesias - ASI ES LA VIDA,Uruguay
Mau y Ricky - Mi Mala - Remix,Uruguay
Maluma - Según Quién,Uruguay
Lola Indigo - La Niña de la Escuela,Uruguay
Danna Paola - No Bailes Sola,Uruguay
Jung Kook - Seven,Uruguay
Marama - Pasarla Bien,Uruguay
KHEA - Dónde Estás,Uruguay
Wolfine - Escápate Conmigo - Remix,Uruguay
Dame 5 - Baila Morena,Uruguay
Ed Sheeran - I Don't Care,Uruguay
Lil Nas X - INDUSTRY BABY,Uruguay
TINI - Carne y Hueso,Uruguay
Ozuna - Tú Foto,Uruguay
Calvin Harris - One Kiss,Uruguay
Polimá Westcoast - ULTRA SOLO,Uruguay
Dua Lipa - Break My Heart,Uruguay
Maria Becerra - DESAFIANDO EL DESTINO,Uruguay
Marama - Nena,Uruguay
The Chainsmokers - Closer,Uruguay
Sebastian Yatra - TBT,Uruguay
Alejo - Pantysito,Uruguay
Maroon 5 - Memories,Uruguay
Daddy Yankee - X ÚLTIMA VEZ,Uruguay
Dame 5 - Sigue Bailando,Uruguay
LIT killah - Tan Bien,Uruguay
Justin Bieber - Love Yourself,Uruguay
TINI - Ella Dice,Uruguay
J Balvin - Una Nota,Uruguay
NATTI NATASHA - Ram Pam Pam,Uruguay
KHEA - Loca Remix,Uruguay
Wisin & Yandel - Aullando,Uruguay
Bad Bunny - NI BIEN NI MAL,Uruguay
Camila Cabello - Havana - Remix,Uruguay
YSY A - A POR TODO,Uruguay
Sech - La Luz,Uruguay
Plan B - Ella Fuma,Uruguay
Mora - TUS LÁGRIMAS,Uruguay
Lenny Tavárez - La Pared 360,Uruguay
KAROL G - Mi Cama,Uruguay
Ozuna - Solita,Uruguay
Myke Towers - Si Se Da,Uruguay
Ed Sheeran - Bad Habits,Uruguay
Bad Bunny - La Corriente,Uruguay
Cosculluela - Manicomio,Uruguay
Bad Bunny - La Santa,Uruguay
Rombai - 2 Pa' 2,Uruguay
LIT killah - KU',Uruguay
Brytiago - Asesina,Uruguay
KAROL G - CAIRO,Uruguay
Nicky Jam - Fan de Tus Fotos,Uruguay
Lali - N5,Uruguay
Ozuna - Caramelo - Remix,Uruguay
Nicky Jam - X - Remix,Uruguay
Sean Paul - Contra La Pared,Uruguay
J Balvin - Ginza,Uruguay
Marama - Lo Intentamos,Uruguay
LIT killah - Flexin',Uruguay
Justin Quiles - No Quiero Amarte,Uruguay
Ozuna - El Farsante,Uruguay
El Reja - Tal Vez (Remix),Uruguay
Myke Towers - Explícito,Uruguay
The La Planta - El Cielo a un Diablo,Uruguay
Justin Bieber - What Do You Mean?,Uruguay
DNCE - Cake By The Ocean,Uruguay
Luana - A Ella,Uruguay
"Bizarrap - Snow Tha Product: Bzrp Music Sessions, Vol. 39",Uruguay
Maite Perroni - Loca,Uruguay
Los Negroni - Bajito No,Uruguay
Alan Gomez - LA JOAQUI | Mission 08,Uruguay
Cris Mj - Daytona,Uruguay
Morat - Presiento,Uruguay
Bad Bunny - UN PREVIEW,Uruguay
Imagine Dragons - Believer,Uruguay
Cosculluela - Te Busco,Uruguay
Feid - Prohibidox,Uruguay
La Beriso - Madrugada,Uruguay
SAIKO - POLARIS - Remix,Uruguay
Rihanna - Work,Uruguay
Paulo Londra - Dimelo,Uruguay
Amenazzy - Baby,Uruguay
DJ Snake - Loco Contigo,Uruguay
"Bizarrap - Eladio Carrion: Bzrp Music Sessions, Vol. 40",Uruguay
C. Tangana - Demasiadas Mujeres,Uruguay
Xantos - Bailame Despacio,Uruguay
Papichamp - Combi Nueva,Uruguay
Duki - Hijo De La Noche,Uruguay
The Chainsmokers - Something Just Like This,Uruguay
Maroon 5 - Sugar,Uruguay
Camilo - KESI - Remix,Uruguay
Cali Y El Dandee - Lumbra,Uruguay
KAROL G - Punto G,Uruguay
Duki - YIN YAN,Uruguay
Marama - La Quiero Conocer,Uruguay
Rombai - Curiosidad,Uruguay
Damas Gratis - Perrito Malvado,Uruguay
The La Planta - Salimo en Caravana,Uruguay
Rusherking - Loba,Uruguay
Paulo Londra - Forever Alone,Uruguay
KEVIN ROLDAN - Hasta Abajo,Uruguay
Sebastian Yatra - Vuelve,Uruguay
Callejero Fino - Le doy perreo,Uruguay
Trueno - Hood - Remix,Uruguay
La Deskarga - Amantes y Amigos,Uruguay
Rich Music LTD - Uniforme,Uruguay
Emilia - La Chain,Uruguay
Rei - Pininfarina - Remix,Uruguay
Emanero - ADICTO,Uruguay
Juan Magán - Déjate Llevar,Uruguay
Duki - Si Te Sentis Sola,Uruguay
Ariana Grande - 7 rings,Uruguay
Lali - Sin Querer Queriendo,Uruguay
Noriel - Cuerpo en Venta,Uruguay
Guaynaa - Rebota - Remix,Uruguay
Ozuna - Diles,Uruguay
Emilia - No Soy Yo,Uruguay
Brytiago - Asesina - Remix,Uruguay
Rombai - Cumbia Cheta,Uruguay
Perro Primo - TRUCHO,Uruguay
Árbol - El Fantasma,Uruguay
Axel Caram - Sesión - 6,Uruguay
Justin Quiles - Loco,Uruguay
Ozuna - Tu Foto,Uruguay
Super Yei - La Forma en Que Me Miras,Uruguay
Quevedo - Ahora y Siempre,Uruguay
KHEA - Ayer Me Llamó Mi Ex – Remix,Uruguay
Daddy Yankee - PROBLEMA,Uruguay
Chacho Ramos - Háblale y Dile / Quédate / Amiga,Uruguay
Milo j - UNA BALA,Uruguay
Nicky Jam - Atrévete,Uruguay
Aitana - Formentera,Uruguay
De La Ghetto - La Formula,Uruguay
Charlie Puth - Attention,Uruguay
Lunay - La Cama - Remix,Uruguay
Daddy Yankee - Definitivamente,Uruguay
Maluma - Qué Pena,Uruguay
Peso Pluma - BELLAKEO,Uruguay
Callejero Fino - Que Te Vaya Bien,Uruguay
Yandel - Como Antes,Uruguay
DEKKO - 12x3,Uruguay
Shawn Mendes - Treat You Better,Uruguay
La Delio Valdez - Inocente,Uruguay
Young Miko - wiggy,Uruguay
Camilo - No Te Vayas,Uruguay
J Balvin - Ambiente,Uruguay
Ozuna - Bebe,Uruguay
"Bizarrap - Arcángel: Bzrp Music Sessions, Vol. 54",Uruguay
Ozuna - Baila Baila Baila - Remix,Uruguay
Lauty Gram - VAS A VOLVER,Uruguay
The La Planta - Auto Al Piso,Uruguay
Anuel AA - OA,Uruguay
Jay Wheeler - La Curiosidad,Uruguay
Doja Cat - Woman,Uruguay
Marama - No Quiero Verte,Uruguay
Darell - Velitas,Uruguay
Farruko - Krippy Kush,Uruguay
Gusty dj - El Super Junte Rkt,Uruguay
Wolfine - Bella - Remix,Uruguay
Lasso - Ojos Marrones,Uruguay
Rombai - Japón,Uruguay
Omar Varela - EL NEGRO TECLA | Omar Algo Anda Mal #9,Uruguay
Marama - Era Tranquila,Uruguay
BTS - Dynamite,Uruguay
Prince Royce - El Clavo,Uruguay
Bad Bunny - A Tu Merced,Uruguay
Yahritza Y Su Esencia - Frágil,Uruguay
Camilo - Pegao,Uruguay
Justin Quiles - PAM,Uruguay
Maluma - ADMV,Uruguay
Paulo Londra - Solo Pienso En Ti,Uruguay
L-Gante - Pistola,Uruguay
Harry Styles - Adore You,Uruguay
Mau y Ricky - Papás,Uruguay
Bad Bunny - Dakiti,Uruguay
Fifth Harmony - Work from Home,Uruguay
Ovy On The Drums - Miedito o Qué?,Uruguay
Ozuna - Ibiza,Uruguay
NATHY PELUSO - VIVIR ASÍ ES MORIR DE AMOR,Uruguay
Callejero Fino - Pa Tra Rkt,Uruguay
Mano Arriba - El Equivocado,Uruguay
Lalo Ebratt - Déjate Querer,Uruguay
Major Lazer - Light It Up,Uruguay
Maroon 5 - Don't Wanna Know,Uruguay
Lewis Capaldi - Someone You Loved,Uruguay
Duki - Rockstar,Uruguay
Tiago PZK - Loco,Uruguay
The Chainsmokers - Don't Let Me Down,Uruguay
KHEA - TU Y YO,Uruguay
